"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Genes"
"4933","GO:0017111",5.01852601091157e-05,0.999979347494113,33,410,"nucleoside-triphosphatase activity","MF","Atp1a2, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Atp6v1g1, Eef1a1, Eef2, Eif4a1, Eif4a2, Gnai2, Gnb1, Gng2, Hras, Hsp90aa1, Kif1a, Kif1b, Myl6, Pfn2, Rab11a, Rab18, Rab1a, Rab3a, Rheb, Sept7, Tuba1a, Tubb2a, Tubb2b, Tubb3, Tubb5"
"10417","GO:0048306",5.1326025573296e-05,0.999992924763189,9,38,"calcium-dependent protein binding","MF","Calm1, Calm2, Calm3, Cplx2, Nsmf, Snap25, Stmn2, Stx1a, Vamp2"
"4032","GO:0010941",5.15616034477319e-05,0.999974636764535,52,719,"regulation of cell death","BP","Ank2, Apc, Atpif1, Ccnd2, Cdk4, Crlf1, Cst3, Ctnnb1, Cycs, Dnaja1, Dnajb6, Eef1a1, Eef1d, Eef1e1, Eif5a, Fis1, Fth1, Gapdh, Gnai2, Gpx1, Gpx4, Hmgb2, Hnrnpk, Hras, Hsp90ab1, Mapt, Mif, Mllt11, Mt1, Mt3, Naca, Nefl, Npm1, Nsmf, Pcp4, Ppp2ca, Ppp2r2b, Prdx2, Ptprz1, Qk, Rgcc, Slc25a4, Slc25a5, Snca, Sncb, Son, Sox4, Tpt1, Ubb, Ube2v2, Usp47, Ywhah"
"11389","GO:0051962",5.28173901210625e-05,0.999981470461719,24,325,"positive regulation of nervous system development","BP","Atxn1, Bend6, Cfl1, Ctnnb1, Eef1a1, Fez1, Hnrnpk, Id2, Map1b, Mapt, Mif, Mmd, Nap1l1, Nefl, Nsmf, Pcp4, Ptprz1, Qk, Rab11a, Rheb, Serpine2, Stmn2, Tubb2b, Ube2v2"
"9623","GO:0045595",5.42341868334576e-05,0.999973830344044,48,785,"regulation of cell differentiation","BP","Apc, Arpc2, Atxn1, Bend6, Cfl1, Cldn5, Ctnnb1, Eef1a1, Eif5a, Fdps, Fez1, Fgf13, Fto, Hmgb2, Hnrnpk, Hsp90aa1, Hsp90ab1, Id2, Jund, Lmo4, Map1b, Mapt, Mif, Mmd, Mt3, Naca, Nap1l1, Ncs1, Nefl, Nsmf, Pcp4, Ppp2ca, Prdx2, Ptprz1, Qk, Rab11a, Rbp1, Rgcc, Rheb, Serpine2, Slc25a4, Snap25, Stmn2, Tmsb4x, Ttc3, Tubb2b, Ube2v2, Ywhah"
"6723","GO:0032386",5.42375098928198e-05,0.999982016928097,22,243,"regulation of intracellular transport","BP","Arpc2, Atpif1, Cnih2, Cplx2, Fez1, Fis1, Hpca, Hras, Hsp90aa1, Hsp90ab1, Map1b, Mapt, Ncs1, Pfn2, Ppp2ca, Rab3a, Stx1a, Tomm7, Tpr, Use1, Vamp2, Ywhae"
"8852","GO:0043226",5.65604932536712e-05,0.999974359299246,264,5374,"organelle","CC","Acat2, Acsbg1, Actb, Actg1, Akap12, Anapc11, Anapc13, Ank2, Ap3s1, Apc, Arf5, Arl8a, Arpc2, Arpc5, Atp1a2, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Atp6v1g1, Atpif1, Atxn1, Banf1, Basp1, Bend6, Bola2, Bsg, Calm1, Calm2, Calm3, Camk2n1, Capza2, Ccnd2, Cd81, Cdk14, Cdk16, Cdk4, Cetn3, Cfl1, Chd3, Cldn5, Clta, Cmpk1, Cnih2, Cops6, Cox4i1, Cox6a1, Cox6b1, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Cpe, Cst3, Ctnnb1, Cycs, Dbi, Dnaja1, Dnajb6, Dstn, Dynlt1a, Edf1, Eef1a1, Eef1b2, Eef1d, Eef1e1, Eef1g, Eef2, Eif3k, Eif5a, Eml2, Evl, Fabp5, Fabp7, Fau, Fdps, Fez1, Fgf13, Fis1, Fkbp1a, Fth1, Ftl1, Fto, Gabarap, Gapdh, Gas7, Gatm, Glul, Gnai2, Gnb1, Gng5, Gpx1, Gpx4, Gtf2a2, H2afv, H2afz, H3f3a, Hadhb, Hba-a1, Hba-a2, Hint1, Hist1h2al, Hist3h2ba, Hmgb2, Hnrnpab, Hnrnpk, Hras, Hsp90aa1, Hsp90ab1, Hspe1, Id2, Idh3g, Ift20, Jund, Kif1a, Kif1b, Lsm4, Lsm5, Malat1, Map1b, Mapt, Marcks, Marcksl1, Mcrs1, Mdh2, Mgst3, Mif, Minos1, Mllt11, Mmd, Mocs2, Mpc1, Mt1, Mt2, Mt3, Myl6, Naca, Nap1l1, Nav1, Ncs1, Ndn, Ndrg2, Ndufa1, Ndufa11, Ndufa2, Ndufa4, Ndufa7, Ndufb8, Ndufb9, Nedd8, Nefl, Nenf, Nisch, Npm1, Nrgn, Nsa2, Nsmf, Nucks1, Pcp4, Pcsk1n, Pebp1, Pfdn2, Pfdn5, Pfn2, Polr1d, Ppia, Ppig, Ppp2ca, Ppp2r2b, Prdx2, Psma7, Psmb3, Ptgds, Ptma, Ptprz1, Qk, Rab11a, Rab18, Rab1a, Rab3a, Rabep1, Rbp1, Rcn2, Rgcc, Rheb, Rnf187, Rtf1, Rtn1, Scand1, Scoc, Sdhb, Sec62, Sept7, Serbp1, Serinc1, Serpine2, Slc25a4, Slc25a5, Smdt1, Smyd2, Snap25, Snca, Sncb, Snrpd1, Snrpd2, Snrpe, Snrpg, Snrpn, Son, Sox4, Sptbn1, Sptssa, Srrm2, Srsf3, Ssb, Ssr4, Stard3nl, Stmn2, Stmn3, Stx1a, Stx7, Sumo1, Tbca, Tcf25, Thoc7, Timm8b, Tmem256, Tmsb4x, Tomm7, Top1, Tpr, Tpt1, Trappc2l, Tshz2, Ttc3, Tuba1a, Tubb2a, Tubb2b, Tubb3, Tubb5, Tulp4, Uap1, Ubb, Ubc, Ube2v2, Ubl5, Uchl1, Uqcr11, Uqcrb, Uqcrh, Uqcrq, Use1, Usp50, Vamp2, Vapa, Yaf2, Ywhae, Zc3h15, Zfp260"
"10857","GO:0050896",5.73364273159448e-05,0.999965415307814,141,2731,"response to stimulus","BP","Acsbg1, Actb, Actg1, Akap12, Ank2, Apc, Arpc2, Atox1, Atp1a2, Atp6v1g1, Atpif1, Atxn1, Bend6, Bsg, Calm3, Camk2n1, Ccnd2, Cd81, Cdk14, Cdk16, Cdk4, Cetn3, Cfl1, Cldn5, Cnih2, Cpe, Cplx2, Crlf1, Cst3, Ctnnb1, Dbi, Dctpp1, Dnaja1, Eef1a1, Eef1b2, Eef1d, Eef1e1, Eif4a2, Evl, Fabp5, Fabp7, Fau, Fdps, Fgf13, Fis1, Fkbp1a, Fto, Gabarap, Gapdh, Gatm, Ggt7, Glul, Gnai2, Gnb1, Gng2, Gpm6a, Gpx1, Gpx4, H2afz, Hba-a1, Hba-a2, Hint1, Hmgb2, Hnrnpk, Hpca, Hras, Hsp90aa1, Hsp90ab1, Id2, Ift20, Jund, Lsm5, Mapt, Mcf2l, Mcrs1, Mif, Mllt11, Mpc1, Mt1, Mt2, Mt3, Naca, Ncald, Ncs1, Ndn, Ndrg2, Nedd8, Nefl, Nenf, Nisch, Nnat, Npm1, Nrgn, Nsmf, Nucks1, Pcp4, Pcsk1n, Pdap1, Pebp1, Pfdn5, Ppp1r14b, Ppp2ca, Prdx2, Rab11a, Rab18, Rab1a, Rab3a, Rbp1, Rgcc, Rheb, Rtf1, Serpine2, Slc25a4, Slc25a5, Smyd2, Snca, Sox4, Sptbn1, Srsf3, Stmn2, Stmn3, Stx1a, Stx7, Sumo1, Tomm7, Tpr, Tpt1, Tubb2b, Tubb3, Ubb, Ube2v2, Uchl1, Usp47, Usp50, Vamp2, Vsnl1, Wsb2, Ywhae, Ywhah, Ywhaq, Zc3h15"
"12355","GO:0065007",5.90110244666317e-05,0.999964974404323,198,4111,"biological regulation","BP","Acat2, Actb, Akap12, Anapc11, Ank2, Apc, Arpc2, Arpc5, Atox1, Atp1a2, Atp6v1g1, Atpif1, Atxn1, Atxn7l3b, Banf1, Basp1, Bend6, Calm1, Calm3, Camk2n1, Capza2, Ccnd2, Cd81, Cdk14, Cdk16, Cdk4, Cetn3, Cfl1, Cldn5, Cnih2, Cox7a2, Cox7a2l, Cpe, Cplx2, Crlf1, Cst3, Ctnnb1, Cycs, Dbi, Dda1, Dnaja1, Dnajb6, Dstn, Edf1, Eef1a1, Eef1d, Eef1e1, Eef2, Eif3k, Eif4a2, Eif5a, Eml2, Evl, Fabp3, Fabp5, Fabp7, Fdps, Fez1, Fgf13, Fis1, Fkbp1a, Fth1, Ftl1, Fto, Gabarap, Gapdh, Gas7, Gatm, Ggt7, Glul, Gnai2, Gnb1, Gng2, Gng5, Gpm6a, Gpm6b, Gpx1, Gpx4, Gtf2a2, H2afz, H3f3a, Hba-a1, Hba-a2, Hint1, Hmgb2, Hnrnpab, Hnrnpk, Hpca, Hras, Hsp90aa1, Hsp90ab1, Id2, Idh3g, Ift20, Jund, Kif1b, Lmo4, Lsm4, Lsm5, Malat1, Map1b, Mapt, Marcksl1, Mcf2l, Mcrs1, Mfge8, Mif, Mllt11, Mmd, Mt1, Mt2, Mt3, Naca, Nap1l1, Ncald, Ncs1, Ndn, Ndrg2, Nedd8, Nefl, Nenf, Nisch, Nnat, Npm1, Nrgn, Nsmf, Nucks1, Pcp4, Pcsk1n, Pdap1, Pebp1, Pfdn2, Pfdn5, Pfn2, Ppia, Ppp1r14b, Ppp2ca, Ppp2r2b, Prdx2, Ptgds, Ptprz1, Qk, Rab11a, Rab18, Rab1a, Rab3a, Rbp1, Rgcc, Rheb, Rnf187, Rtf1, Scoc, Sept7, Serinc1, Serpine2, Slc25a4, Slc25a5, Smdt1, Smyd2, Snap25, Snca, Sncb, Son, Sox4, Sptbn1, Srsf3, Ssb, Stmn2, Stmn3, Stx1a, Stx7, Sumo1, Tcf25, Tmsb10, Tmsb4x, Tomm7, Top1, Tpr, Tpt1, Tshz2, Ttc3, Tuba1a, Tubb2b, Tubb5, Ubb, Ube2v2, Uchl1, Use1, Usp47, Usp50, Vamp2, Vapa, Vsnl1, Wsb2, Ywhae, Ywhah, Ywhaq, Zc3h15"
"12538","GO:0070382",5.94257934647658e-05,0.999984194501669,16,149,"exocytic vesicle","CC","Calm1, Calm2, Calm3, Cdk16, Clta, Dbi, Kif1a, Marcksl1, Mt3, Pebp1, Rab3a, Snap25, Snca, Stx1a, Stx7, Vamp2"
"10780","GO:0050789",5.95300559408025e-05,0.999964486547392,189,3916,"regulation of biological process","BP","Acat2, Actb, Akap12, Anapc11, Ank2, Apc, Arpc2, Arpc5, Atp1a2, Atpif1, Atxn1, Atxn7l3b, Banf1, Basp1, Bend6, Calm3, Camk2n1, Capza2, Ccnd2, Cd81, Cdk14, Cdk16, Cdk4, Cetn3, Cfl1, Cldn5, Cnih2, Cox7a2, Cox7a2l, Cpe, Cplx2, Crlf1, Cst3, Ctnnb1, Cycs, Dbi, Dda1, Dnaja1, Dnajb6, Dstn, Eef1a1, Eef1d, Eef1e1, Eef2, Eif3k, Eif4a2, Eif5a, Eml2, Evl, Fabp3, Fabp5, Fabp7, Fdps, Fez1, Fgf13, Fis1, Fkbp1a, Fth1, Fto, Gabarap, Gapdh, Gas7, Gatm, Ggt7, Glul, Gnai2, Gnb1, Gng2, Gng5, Gpm6a, Gpm6b, Gpx1, Gpx4, Gtf2a2, H2afz, H3f3a, Hint1, Hmgb2, Hnrnpab, Hnrnpk, Hpca, Hras, Hsp90aa1, Hsp90ab1, Id2, Idh3g, Ift20, Jund, Kif1b, Lmo4, Lsm4, Lsm5, Malat1, Map1b, Mapt, Marcksl1, Mcf2l, Mcrs1, Mfge8, Mif, Mllt11, Mmd, Mt1, Mt2, Mt3, Naca, Nap1l1, Ncald, Ncs1, Ndn, Ndrg2, Nedd8, Nefl, Nenf, Nisch, Nnat, Npm1, Nrgn, Nsmf, Nucks1, Pcp4, Pcsk1n, Pdap1, Pebp1, Pfdn2, Pfdn5, Pfn2, Ppia, Ppp1r14b, Ppp2ca, Ppp2r2b, Prdx2, Ptgds, Ptprz1, Qk, Rab11a, Rab18, Rab1a, Rab3a, Rbp1, Rgcc, Rheb, Rnf187, Rtf1, Scoc, Sept7, Serpine2, Slc25a4, Slc25a5, Smyd2, Snap25, Snca, Sncb, Son, Sox4, Sptbn1, Srsf3, Ssb, Stmn2, Stmn3, Stx1a, Stx7, Sumo1, Tcf25, Tmsb10, Tmsb4x, Tomm7, Top1, Tpr, Tpt1, Tshz2, Ttc3, Tuba1a, Tubb2b, Tubb5, Ubb, Ube2v2, Uchl1, Use1, Usp47, Usp50, Vamp2, Vapa, Vsnl1, Wsb2, Ywhae, Ywhah, Ywhaq, Zc3h15"
"13571","GO:0090066",5.99967332231675e-05,0.999980552763005,21,227,"regulation of anatomical structure size","BP","Arpc2, Arpc5, Atp1a2, Capza2, Cdk4, Cfl1, Dstn, Evl, Fgf13, Gpx1, Hsp90aa1, Hsp90ab1, Map1b, Mapt, Nefl, Npm1, Pfn2, Rab11a, Sptbn1, Tmsb10, Tmsb4x"
"3082","GO:0008135",6.08111684490153e-05,0.99998878296574,11,65,"translation factor activity, RNA binding","MF","Eef1a1, Eef1b2, Eef1d, Eef1g, Eef2, Eif2s2, Eif3f, Eif3k, Eif4a1, Eif4a2, Eif5a"
"9003","GO:0043523",6.11159574344516e-05,0.999983027501309,17,143,"regulation of neuron apoptotic process","BP","Crlf1, Ctnnb1, Fis1, Gpx1, Hras, Hsp90ab1, Mt1, Mt3, Nefl, Npm1, Nsmf, Pcp4, Ppp2r2b, Prdx2, Snca, Sncb, Ube2v2"
"14464","GO:0099503",6.17774730321935e-05,0.999978801743147,23,243,"secretory vesicle","CC","Arpc2, Bsg, Calm1, Calm2, Calm3, Cdk16, Clta, Cpe, Dbi, Dynlt1a, Kif1a, Marcksl1, Mt3, Ncs1, Pcsk1n, Pebp1, Rab3a, Serpine2, Snap25, Snca, Stx1a, Stx7, Vamp2"
"1405","GO:0004129",6.32242279189278e-05,0.999993792298416,9,15,"cytochrome-c oxidase activity","MF","Cox4i1, Cox6a1, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Ndufa4"
"4201","GO:0015002",6.32242279189278e-05,0.999993792298416,9,15,"heme-copper terminal oxidase activity","MF","Cox4i1, Cox6a1, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Ndufa4"
"4742","GO:0016676",6.32242279189278e-05,0.999993792298416,9,15,"oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor","MF","Cox4i1, Cox6a1, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Ndufa4"
"11057","GO:0051240",6.42157530922517e-05,0.999970004075551,43,670,"positive regulation of multicellular organismal process","BP","Acat2, Apc, Atxn1, Bend6, Cfl1, Ctnnb1, Eef1a1, Fabp5, Fdps, Fez1, Gapdh, Gatm, Gnai2, Gpm6b, Hmgb2, Hnrnpk, Hras, Hsp90aa1, Id2, Jund, Map1b, Mapt, Mif, Mmd, Naca, Nap1l1, Nefl, Nsmf, Pcp4, Prdx2, Ptprz1, Qk, Rab11a, Rgcc, Rheb, Serpine2, Slc25a4, Sptbn1, Stmn2, Stx1a, Tubb2b, Ube2v2, Usp50"
"9295","GO:0044430",6.4939193823189e-05,0.999968484077048,48,692,"cytoskeletal part","CC","Actb, Actg1, Apc, Arl8a, Arpc2, Arpc5, Capza2, Cetn3, Cfl1, Chd3, Cldn5, Ctnnb1, Dstn, Dynlt1a, Eef1a1, Eml2, Fez1, Fgf13, Gabarap, Gas7, Gnai2, Ift20, Kif1a, Kif1b, Map1b, Mapt, Marcks, Myl6, Nav1, Ndn, Nefl, Npm1, Pcp4, Rab11a, Rgcc, Sept7, Slc25a5, Sptbn1, Stx1a, Tbca, Tpr, Tpt1, Tuba1a, Tubb2a, Tubb2b, Tubb3, Tubb5, Ywhae"
"11177","GO:0051493",6.82707325434579e-05,0.999975219364252,25,278,"regulation of cytoskeleton organization","BP","Apc, Arpc2, Arpc5, Capza2, Cfl1, Ctnnb1, Dstn, Eml2, Evl, Fgf13, Gpm6b, Hras, Map1b, Mapt, Npm1, Pfdn2, Pfn2, Rgcc, Snca, Sptbn1, Stmn2, Stmn3, Tmsb10, Tmsb4x, Tpr"
"11137","GO:0051402",6.86892744957779e-05,0.999979883689943,18,158,"neuron apoptotic process","BP","Crlf1, Ctnnb1, Fis1, Gapdh, Gpx1, Hras, Hsp90ab1, Mt1, Mt3, Nefl, Npm1, Nsmf, Pcp4, Ppp2r2b, Prdx2, Snca, Sncb, Ube2v2"
"11245","GO:0051640",6.92246951990002e-05,0.999974706884803,25,337,"organelle localization","BP","Ap3s1, Cnih2, Cplx2, Ctnnb1, Fez1, Ift20, Kif1a, Kif1b, Map1b, Mapt, Ncs1, Nefl, Npm1, Pfn2, Rab11a, Rab1a, Rab3a, Snap25, Snca, Stard3nl, Stx1a, Stx7, Ubb, Uchl1, Vamp2"
"3438","GO:0009141",6.95423698247261e-05,0.999974283816414,27,175,"nucleoside triphosphate metabolic process","BP","Atp1a2, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Atpif1, Cmpk1, Cox4i1, Cox6a1, Cox7a2, Cox7a2l, Cox7c, Cycs, Dctpp1, Gapdh, Mif, Mocs2, Ndufa7, Ndufb8, Ndufb9, Snca, Uqcrb, Uqcrh, Uqcrq"
"5319","GO:0019897",7.04405797137228e-05,0.999985351568612,12,87,"extrinsic component of plasma membrane","CC","Apc, Cdk16, Ctnnb1, Gnai2, Gnb1, Gng2, Gng5, Mcf2l, Mfge8, Serpine2, Snap25, Usp50"
"12450","GO:0070201",7.09704900966288e-05,0.999973079423554,27,302,"regulation of establishment of protein localization","BP","Arpc2, Atpif1, Cdk16, Dnaja1, Fis1, Gapdh, Glul, Hpca, Hras, Hsp90aa1, Hsp90ab1, Mapt, Mif, Nnat, Ppia, Ppp2ca, Rab11a, Rgcc, Snap25, Sox4, Sptbn1, Tomm7, Tpr, Usp50, Vamp2, Vsnl1, Ywhae"
"11252","GO:0051648",7.22563223389908e-05,0.999980326368085,16,172,"vesicle localization","BP","Ap3s1, Cnih2, Cplx2, Ctnnb1, Kif1a, Kif1b, Ncs1, Pfn2, Rab11a, Rab1a, Rab3a, Snap25, Snca, Stard3nl, Stx1a, Vamp2"
"5642","GO:0022890",7.40719172706048e-05,0.999976023878234,21,157,"inorganic cation transmembrane transporter activity","MF","Atox1, Atp1a2, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp6v1g1, Cox4i1, Cox6a1, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Gpm6a, Ncs1, Ndufa4, Snap25"
"7080","GO:0032991",7.6420686199991e-05,0.999953048096126,153,2573,"protein-containing complex","CC","Actb, Actg1, Anapc11, Anapc13, Ap3s1, Apc, Arpc2, Arpc5, Atp1a2, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Atp6v1g1, Atxn1, Basp1, Calm1, Calm2, Calm3, Capza2, Ccnd2, Cdk14, Cdk4, Cetn3, Chd3, Clta, Cnih2, Cops6, Cox4i1, Cox6a1, Cox6b1, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Cplx2, Crlf1, Ctnnb1, Dda1, Dnaja1, Dynlt1a, Eef1b2, Eef1d, Eef1e1, Eef2, Eif2s2, Eif3f, Eif3k, Eif5a, Fau, Fis1, Ftl1, Gabarap, Gapdh, Glul, Gnai2, Gnb1, Gng2, Gng5, Gpx4, Gtf2a2, H2afv, H2afz, H3f3a, Hadhb, Hba-a1, Hba-a2, Hbb-bs, Hint1, Hist3h2ba, Hmgb2, Hnrnpab, Hnrnpk, Hsp90aa1, Hsp90ab1, Id2, Ift20, Jund, Kif1a, Kif1b, Lmo4, Lsm4, Lsm5, Map1b, Mapt, Mcrs1, Minos1, Mocs2, Myl6, Naca, Ndufa1, Ndufa11, Ndufa2, Ndufa4, Ndufa7, Ndufb8, Ndufb9, Npm1, Nsa2, Pcp4, Pfdn2, Pfdn5, Polr1d, Ppia, Ppp2ca, Ppp2r2b, Psma7, Psmb3, Rab11a, Rab3a, Rabep1, Rheb, Rtf1, Sdhb, Sept7, Slc25a5, Smdt1, Snap25, Snca, Snrpd1, Snrpd2, Snrpe, Snrpg, Snrpn, Sox4, Sptbn1, Sptssa, Srrm2, Ssb, Ssr4, Stx1a, Stx7, Sumo1, Thoc7, Tomm7, Top1, Tpr, Trappc2l, Tuba1a, Tubb5, Ube2v2, Uqcrb, Uqcrh, Uqcrq, Usp47, Vamp2, Ywhae, Ywhaq, Zc3h15"
"2119","GO:0005886",7.6542752703905e-05,0.999957067766573,78,1485,"plasma membrane","CC","Akap12, Ank2, Apc, Arf5, Arpc2, Atp1a2, Atp6v1g1, Basp1, Bsg, Calm1, Calm2, Calm3, Camk2n1, Cd81, Cdk14, Cdk16, Cfl1, Cldn5, Cldnd1, Clta, Cnih2, Cpe, Crlf1, Ctnnb1, Dbi, Eef1a1, Eef2, Eri3, Fabp5, Fez1, Fgf13, Gabarap, Gapdh, Gas7, Ggt7, Gnai2, Gnb1, Gng2, Gng5, Gpm6a, Gpm6b, Hint1, Hpca, Hras, Hsp90aa1, Hsp90ab1, Map1b, Mapt, Marcksl1, Mcf2l, Mfge8, Ncs1, Nisch, Nrgn, Nsmf, Pdap1, Ppp2ca, Ptprz1, Rab11a, Rab18, Rab3a, Sdhb, Sept7, Serinc1, Serpine2, Snap25, Snca, Sptbn1, Stx1a, Stx7, Sumo1, Uap1, Uchl1, Usp50, Vamp2, Vapa, Ywhae, Ywhah"
"4219","GO:0015077",7.70305029344163e-05,0.999977797095321,18,106,"monovalent inorganic cation transmembrane transporter activity","MF","Atp1a2, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp6v1g1, Cox4i1, Cox6a1, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Ndufa4, Snap25"
"10471","GO:0048518",7.79611953455424e-05,0.999952914646364,121,2350,"positive regulation of biological process","BP","Acat2, Akap12, Anapc11, Ank2, Apc, Arpc2, Arpc5, Atpif1, Atxn1, Bend6, Camk2n1, Ccnd2, Cd81, Cdk4, Cfl1, Cldn5, Crlf1, Cst3, Ctnnb1, Cycs, Dbi, Dnaja1, Dstn, Eef1a1, Eef1e1, Eef2, Eif5a, Evl, Fabp3, Fabp5, Fdps, Fez1, Fis1, Fkbp1a, Gapdh, Gatm, Glul, Gnai2, Gng5, Gpm6a, Gpm6b, Gpx1, Gtf2a2, H2afz, Hint1, Hmgb2, Hnrnpab, Hnrnpk, Hpca, Hras, Hsp90aa1, Hsp90ab1, Id2, Jund, Kif1b, Lmo4, Malat1, Map1b, Mapt, Marcksl1, Mcf2l, Mcrs1, Mfge8, Mif, Mllt11, Mmd, Mt3, Naca, Nap1l1, Ncs1, Ndn, Nefl, Nenf, Nnat, Npm1, Nrgn, Nsmf, Nucks1, Pcp4, Pebp1, Pfdn2, Pfn2, Ppia, Ppp2ca, Ppp2r2b, Prdx2, Ptprz1, Qk, Rab11a, Rab1a, Rab3a, Rgcc, Rheb, Rnf187, Rtf1, Scoc, Sept7, Serpine2, Slc25a4, Slc25a5, Snap25, Snca, Sox4, Sptbn1, Stmn2, Stx1a, Stx7, Sumo1, Tmsb4x, Tomm7, Tpr, Tubb2b, Ubb, Ube2v2, Usp47, Usp50, Vamp2, Vapa, Vsnl1, Ywhae, Ywhah"
"10475","GO:0048522",8.01346167865211e-05,0.999951858326814,112,2139,"positive regulation of cellular process","BP","Akap12, Anapc11, Ank2, Apc, Arpc2, Arpc5, Atpif1, Atxn1, Bend6, Ccnd2, Cd81, Cdk4, Cfl1, Cldn5, Crlf1, Cst3, Ctnnb1, Cycs, Dbi, Dnaja1, Dstn, Eef1a1, Eef1e1, Eef2, Eif5a, Evl, Fabp3, Fabp5, Fdps, Fez1, Fis1, Fkbp1a, Gapdh, Glul, Gnai2, Gng5, Gpm6a, Gpx1, Gtf2a2, H2afz, Hint1, Hmgb2, Hnrnpab, Hnrnpk, Hras, Hsp90aa1, Hsp90ab1, Id2, Jund, Lmo4, Malat1, Map1b, Mapt, Marcksl1, Mcf2l, Mcrs1, Mfge8, Mif, Mllt11, Mmd, Mt3, Naca, Nap1l1, Ncs1, Ndn, Nefl, Nenf, Nnat, Npm1, Nrgn, Nsmf, Nucks1, Pcp4, Pebp1, Pfdn2, Pfn2, Ppia, Ppp2ca, Ppp2r2b, Prdx2, Ptprz1, Qk, Rab11a, Rab1a, Rab3a, Rgcc, Rheb, Rnf187, Rtf1, Scoc, Sept7, Serpine2, Slc25a4, Slc25a5, Snap25, Snca, Sox4, Sptbn1, Stmn2, Stx1a, Sumo1, Tmsb4x, Tomm7, Tpr, Tubb2b, Ubb, Ube2v2, Usp47, Usp50, Vamp2, Vsnl1, Ywhah"
"6457","GO:0031800",8.10878599223288e-05,1,3,3,"type 3 metabotropic glutamate receptor binding","MF","Calm1, Calm2, Calm3"
"292","GO:0000904",8.54975983724314e-05,0.999967599904962,26,376,"cell morphogenesis involved in differentiation","BP","Actb, Apc, Arpc2, Bsg, Cfl1, Ctnnb1, Evl, Fgf13, Hsp90aa1, Hsp90ab1, Id2, Map1b, Mapt, Ndn, Nefl, Nsmf, Ptprz1, Rab11a, Rab1a, Rab3a, Sept7, Ttc3, Tubb2b, Tubb3, Uchl1, Ywhah"
"4741","GO:0016675",8.58760957378894e-05,0.999990698862658,9,16,"oxidoreductase activity, acting on a heme group of donors","MF","Cox4i1, Cox6a1, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Ndufa4"
"14371","GO:0099003",8.75337126612195e-05,0.999975804082017,16,165,"vesicle-mediated transport in synapse","BP","Actb, Actg1, Ap3s1, Cnih2, Cplx2, Ctnnb1, Hpca, Ncs1, Pfn2, Rab11a, Rab3a, Snap25, Snca, Sncb, Stx1a, Vamp2"
"9221","GO:0044295",8.93296456777424e-05,0.999990452071554,7,30,"axonal growth cone","CC","Apc, Dynlt1a, Gpm6a, Hsp90aa1, Hsp90ab1, Mapt, Snap25"
"5731","GO:0030133",9.46730944076523e-05,0.999971333374043,18,186,"transport vesicle","CC","Calm1, Calm2, Calm3, Cdk16, Clta, Dbi, Kif1a, Marcksl1, Mt3, Nrgn, Pebp1, Rab11a, Rab3a, Snap25, Snca, Stx1a, Stx7, Vamp2"
"8776","GO:0043086",9.52814241135434e-05,0.999965461436269,24,260,"negative regulation of catalytic activity","BP","Actb, Apc, Atpif1, Camk2n1, Cst3, Dnaja1, Dnajb6, Eif4a2, Fkbp1a, Gapdh, Gnai2, Gpx1, Hpca, Hras, Mapt, Mcrs1, Npm1, Pcp4, Pcsk1n, Pebp1, Serpine2, Snca, Uchl1, Usp47"
"12386","GO:0070069",9.88626342696317e-05,0.999986231264046,10,21,"cytochrome complex","CC","Cox4i1, Cox6a1, Cox6b1, Cox7b, Cox7c, Cox8a, Ndufa4, Uqcrb, Uqcrh, Uqcrq"
"3609","GO:0009628",0.000101621797168951,0.999958341547377,30,380,"response to abiotic stimulus","BP","Actb, Atp1a2, Atp6v1g1, Atxn1, Ccnd2, Ctnnb1, Dnaja1, Eef1d, Gnb1, Gpx1, Hras, Hsp90aa1, Id2, Ift20, Jund, Mapt, Npm1, Nsmf, Nucks1, Pcsk1n, Pebp1, Rab3a, Rgcc, Serpine2, Sox4, Stx1a, Sumo1, Tpr, Usp47, Ywhae"
