"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Genes"
"3687","GO:0009987",5.72842189153432e-05,0.999968014113405,392,5579,"cellular process","BP","AY036118, Abcf1, Actb, Actg1, Adgra1, Agap2, Agl, Alkbh5, Alyref, Anapc13, Anapc5, Anp32b, Ap2m1, Ap3s1, Apc, Aprt, Arhgdig, Arl8a, Arpc5, Arpp21, Atp1a2, Atp5d, Atp5e, Atp5g1, Atp5g2, Atp5h, Atp5j2, Atp5k, Atp5o, Atp6v1g1, Atxn1, B3gat1, Banf1, Basp1, Bend6, Bex2, Bhlhe22, Bmpr1a, Bod1, Bod1l, Brk1, Bsg, Bzw2, Cald1, Calm1, Calm2, Calm3, Calr, Camk2n1, Camkv, Camta1, Capza2, Cav2, Cbx3, Ccnd2, Cd200, Cd24a, Cd81, Cdk4, Cfl1, Chchd2, Chd3, Chd5, Chl1, Cirbp, Cldn5, Clta, Cmpk1, Cnih2, Cops6, Cox4i1, Cox5a, Cox6a1, Cox6a2, Cox7a2, Cox7a2l, Cox7c, Cpe, Cplx2, Cpne2, Creb1, Crmp1, Crym, Cst3, Ctla2a, Ctnnb1, Ctsl, Cux2, Cxcl14, Cycs, Dda1, Ddah1, Dnaja1, Dnajb6, Dok5, Dpysl2, Dstn, Dusp3, Dynll1, Eef1a1, Eef1b2, Eef1d, Eef1e1, Eef1g, Eef2, Eif1b, Eif2s2, Eif3c, Eif3f, Eif3h, Eif3k, Eif3m, Eif4a2, Eif4g1, Eif4g2, Eif5a, Epha5, Erdr1, Fabp5, Fabp7, Fez1, Fgf13, Fis1, Fkbp1a, Fkbp1b, Fth1, Gabarap, Gap43, Gapdh, Gas7, Gatm, Gdi1, Glud1, Gnai2, Gnas, Gnb1, Gng5, Gpx1, Gpx4, Gsk3b, Gstp1, Gtf2a2, H2afy, H3f3a, Hba-a1, Hba-a2, Hccs, Hist1h2bc, Hist3h2ba, Hivep1, Hmgn1, Hmgn3, Hmgn5, Hnrnpk, Hprt, Hras, Hsp90aa1, Hsp90ab1, Hspe1, Idh1, Idh3g, Ifngr2, Ift20, Ift74, Igfbp7, Igfbpl1, Jund, Kctd13, Kdm5b, Kif1a, Kif21a, Kif5c, Kifc2, Ktn1, Lage3, Lamtor1, Lamtor5, Lars, Lgals1, Lin7b, Lmo4, Lrrc24, Lsm4, Lsm7, Ly6e, Mal2, Malat1, Map1a, Map1b, Map2, Mapt, Marcksl1, Mdh2, Med25, Mef2c, Meg3, Metrn, Mgst3, Mif, Mlc1, Mllt11, Mmd, Mmp14, Mn1, Morf4l1, Mpc1, Mphosph8, Mt2, Mt3, N4bp2l2, Naca, Nav1, Ncl, Ncs1, Ndufa1, Ndufa11, Ndufa2, Ndufa7, Ndufaf2, Ndufb2, Ndufb9, Ndufs4, Nedd8, Nenf, Nisch, Nme2, Nnat, Npm1, Npy, Nrgn, Nrxn2, Nsa2, Nsg1, Nsmf, Numbl, Olig1, Orc4, Oxct1, Pcm1, Pcp4, Pcsk1n, Pdap1, Pebp1, Pfdn5, Pfn1, Pfn2, Pglyrp1, Pin1, Pin4, Plk2, Plpp1, Polr1d, Polr2k, Polr2l, Pou3f1, Ppdpf, Ppfia1, Ppia, Ppp1r13b, Ppp1r14c, Ppp1r16b, Prdx1, Prdx2, Prkaca, Prpf40a, Psma4, Psma7, Psmb3, Psmb7, Psmg4, Ptgds, Ptma, Ptprz1, Rab11a, Rab11b, Rab18, Rab1a, Rab28, Rab3a, Rab3d, Ranbp1, Rars, Rbmx2, Rbp1, Rgs17, Rgs5, Rheb, Rhoa, Rnf152, Rnf187, Rorb, Rtf1, Rtn4, S100a11, Sbk1, Sdhb, Serpine2, Slc1a3, Slc25a4, Slc9a3r2, Smap1, Smarcc2, Smdt1, Snap25, Snapc5, Snca, Sncb, Snrpb, Snrpd1, Snrpe, Snrpg, Snrpn, Son, Sox4, Sparc, Sparcl1, Spry2, Srpk2, Srrm2, Srsf3, Ssb, Sst, Stard3nl, Stk19, Stk25, Stmn1, Stmn2, Stmn3, Stx1a, Stx7, Sub1, Sumo1, Taf10, Tbca, Tbcc, Tcf25, Thoc7, Tiam2, Tma7, Tmbim6, Tmem176b, Tmem219, Tmsb10, Tmsb4x, Tomm7, Top1, Tpt1, Trappc2, Trim24, Trmt1, Ttc3, Tuba1b, Tubb2a, Tubb2b, Tubb3, Tubb4a, Tubb5, Uba52, Ubb, Ubc, Ube2d2a, Ube2d3, Ube2e2, Ube2r2, Ube2v2, Ubl5, Uchl1, Ugp2, Uqcrb, Uqcrh, Uqcrq, Use1, Usp22, Vamp2, Vapa, Vps8, Vsnl1, Wdfy1, Wsb2, Xist, Ybx1, Ypel3, Ywhae, Ywhah, Ywhaq, Ywhaz, Zcchc18, Zfp106, Zfp704, Zfp706, Zmat2, Zwint"
"6151","GO:0031111",5.97904089746951e-05,0.999991625939344,9,36,"negative regulation of microtubule polymerization or depolymerization","BP","Apc, Fgf13, Map1a, Map1b, Map2, Snca, Stmn1, Stmn2, Tubb4a"
"8331","GO:0040007",6.05728605974771e-05,0.999971016650933,46,457,"growth","BP","Apc, Bmpr1a, Cd81, Cdk4, Cfl1, Cirbp, Creb1, Ctnnb1, Dpysl2, Eif4g1, Eif4g2, Fgf13, Gap43, Gdi1, Gnas, Gpx1, Gsk3b, H3f3a, Hnrnpk, Hsp90aa1, Hsp90ab1, Idh3g, Igfbp7, Igfbpl1, Kdm5b, Lamtor1, Ly6e, Map1b, Map2, Mapt, Mef2c, Meg3, Mmp14, Morf4l1, Naca, Npm1, Pglyrp1, Pin1, Rab11a, Rhoa, Rtf1, Rtn4, Serpine2, Slc25a4, Spry2, Taf10"
"9757","GO:0045844",6.37541442296312e-05,0.999992407337893,8,29,"positive regulation of striated muscle tissue development","BP","Bmpr1a, Creb1, Ctnnb1, Gsk3b, Mef2c, Naca, Pin1, Slc25a4"
"10523","GO:0048636",6.37541442296312e-05,0.999992407337893,8,29,"positive regulation of muscle organ development","BP","Bmpr1a, Creb1, Ctnnb1, Gsk3b, Mef2c, Naca, Pin1, Slc25a4"
"6279","GO:0031386",6.43887005086902e-05,0.99999758405926,6,8,"protein tag","MF","Nedd8, Sumo1, Uba52, Ubb, Ubc, Ubl5"
"10791","GO:0050804",6.53795631668733e-05,0.999974324411517,29,264,"modulation of chemical synaptic transmission","BP","Cfl1, Cnih2, Cplx2, Creb1, Cux2, Gnai2, Gsk3b, Hnrnpk, Hras, Kctd13, Map1a, Mapt, Mef2c, Ncs1, Nrgn, Nsg1, Nsmf, Pfn2, Plk2, Prkaca, Rab11a, Rab3a, Serpine2, Slc1a3, Snap25, Snca, Stx1a, Tubb2b, Vamp2"
"12355","GO:0065007",6.55959075371142e-05,0.999956994378784,292,4111,"biological regulation","BP","AY036118, Abcf1, Actb, Adgra1, Agap2, Anapc5, Anp32b, Ap2m1, Apc, Aprt, Arhgdig, Arpc5, Atp1a2, Atp6v1g1, Atxn1, Atxn7l3b, Banf1, Basp1, Bend6, Bex2, Bhlhe22, Bmpr1a, Bod1, Brk1, Cald1, Calm1, Calm3, Calr, Camk2n1, Camkv, Camta1, Capza2, Cav2, Cbx3, Ccnd2, Cd200, Cd24a, Cd81, Cdk4, Cfl1, Chchd2, Chd5, Chl1, Cirbp, Cldn5, Cnih2, Cox7a2, Cox7a2l, Cpe, Cplx2, Creb1, Crmp1, Crym, Cst3, Ctla2a, Ctnnb1, Ctsl, Cux2, Cxcl14, Cycs, Dda1, Ddah1, Dnaja1, Dnajb6, Dok5, Dpysl2, Dstn, Dusp3, Dynll1, Eef1a1, Eef1d, Eef1e1, Eef2, Eif3c, Eif3k, Eif4a2, Eif4g1, Eif4g2, Eif5a, Emid1, Epha5, Erdr1, Fabp5, Fabp7, Fez1, Fgf13, Fis1, Fkbp1a, Fkbp1b, Fth1, Fxyd6, Gabarap, Gap43, Gapdh, Gas7, Gatm, Gdi1, Glud1, Gnai2, Gnas, Gnb1, Gng5, Gpx1, Gpx4, Gsk3b, Gstp1, Gtf2a2, H2afy, H3f3a, Hba-a1, Hba-a2, Hivep1, Hmgn1, Hmgn3, Hmgn5, Hnrnpk, Hprt, Hras, Hsp90aa1, Hsp90ab1, Idh1, Idh3g, Ifngr2, Ift20, Ift74, Igfbp7, Igfbpl1, Jund, Kctd13, Kdm5b, Lamtor1, Lamtor5, Lars, Lgals1, Lin7b, Lmo4, Lrrc24, Lsm4, Lsm7, Ly6e, Malat1, Map1a, Map1b, Map2, Mapt, Marcksl1, Med25, Mef2c, Meg3, Metrn, Mif, Mlc1, Mllt11, Mmd, Mmp14, Mn1, Morf4l1, Mphosph8, Mt2, Mt3, N4bp2l2, Naca, Ncl, Ncs1, Ndufaf2, Ndufs4, Nedd8, Nenf, Nisch, Nme2, Nnat, Npm1, Npy, Nrgn, Nrxn2, Nsg1, Nsmf, Numbl, Olig1, Oxct1, Pantr1, Pcm1, Pcp4, Pcsk1n, Pdap1, Pebp1, Pfdn5, Pfn1, Pfn2, Pglyrp1, Pin1, Plk2, Plpp1, Pou3f1, Ppfia1, Ppia, Ppp1r13b, Ppp1r14c, Ppp1r16b, Prdx1, Prdx2, Prkaca, Prpf40a, Ptgds, Ptprz1, Rab11a, Rab11b, Rab18, Rab1a, Rab28, Rab3a, Rab3d, Ranbp1, Rbp1, Rgs17, Rgs5, Rheb, Rhoa, Rnf152, Rnf187, Rorb, Rtf1, Rtn4, S100a11, Serpine2, Slc1a3, Slc25a4, Slc6a11, Slc9a3r2, Smap1, Smarcc2, Smdt1, Snap25, Snca, Sncb, Son, Sox4, Sparc, Sparcl1, Spry2, Srpk2, Srsf3, Ssb, Sst, Stk25, Stmn1, Stmn2, Stmn3, Stx1a, Stx7, Sub1, Sugt1, Sumo1, Taf10, Tcf25, Tiam2, Tmbim6, Tmem176b, Tmsb10, Tmsb4x, Tomm7, Top1, Tpt1, Trappc2, Trim24, Ttc3, Tubb2b, Tubb4a, Tubb5, Ubb, Ube2e2, Ube2v2, Uchl1, Use1, Usp22, Vamp2, Vapa, Vsnl1, Wdfy1, Wsb2, Xist, Ybx1, Ypel3, Ywhae, Ywhah, Ywhaq, Ywhaz, Zcchc18, Zfp106, Zfp704, Zfp706, Zwint"
"15465","GO:1902904",6.67824228047322e-05,0.999982563502534,16,88,"negative regulation of supramolecular fiber organization","BP","Apc, Capza2, Cfl1, Fgf13, Map1a, Map1b, Map2, Pfn1, Pfn2, Ppfia1, Snca, Stmn1, Stmn2, Tmsb10, Tmsb4x, Tubb4a"
"6512","GO:0031967",6.73133671683845e-05,0.999962260608567,77,611,"organelle envelope","CC","Abcf1, Apc, Atp5d, Atp5e, Atp5g1, Atp5g2, Atp5h, Atp5j2, Atp5k, Atp5o, Calm1, Calm2, Calm3, Calr, Cav2, Cbx3, Ccnd2, Cdk4, Cfl1, Chchd2, Cox4i1, Cox5a, Cox6a1, Cox6a2, Cox6b1, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Cst3, Ctnnb1, Cycs, Eif5a, Fis1, Gapdh, Gatm, Glud1, Gpx4, Hccs, Mdh2, Mgst3, Mpc1, Ndufa1, Ndufa11, Ndufa2, Ndufa4, Ndufa7, Ndufb2, Ndufb4, Ndufb9, Ndufs4, Nme2, Nrgn, Nsmf, Pcm1, Pebp1, Ranbp1, Rtn4, Sdhb, Slc1a3, Slc25a4, Smdt1, Snca, Stx1a, Sumo1, Tm7sf2, Tmbim6, Tomm7, Tubb5, Uqcrb, Uqcrh, Uqcrq, Usmg5, Vapa, Ybx1"
"6516","GO:0031975",6.73133671683845e-05,0.999962260608567,77,611,"envelope","CC","Abcf1, Apc, Atp5d, Atp5e, Atp5g1, Atp5g2, Atp5h, Atp5j2, Atp5k, Atp5o, Calm1, Calm2, Calm3, Calr, Cav2, Cbx3, Ccnd2, Cdk4, Cfl1, Chchd2, Cox4i1, Cox5a, Cox6a1, Cox6a2, Cox6b1, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Cst3, Ctnnb1, Cycs, Eif5a, Fis1, Gapdh, Gatm, Glud1, Gpx4, Hccs, Mdh2, Mgst3, Mpc1, Ndufa1, Ndufa11, Ndufa2, Ndufa4, Ndufa7, Ndufb2, Ndufb4, Ndufb9, Ndufs4, Nme2, Nrgn, Nsmf, Pcm1, Pebp1, Ranbp1, Rtn4, Sdhb, Slc1a3, Slc25a4, Smdt1, Snca, Stx1a, Sumo1, Tm7sf2, Tmbim6, Tomm7, Tubb5, Uqcrb, Uqcrh, Uqcrq, Usmg5, Vapa, Ybx1"
"14371","GO:0099003",6.79144455978272e-05,0.999977318732257,22,165,"vesicle-mediated transport in synapse","BP","Actb, Actg1, Ap2m1, Ap3s1, Cd24a, Cnih2, Cplx2, Ctnnb1, Dpysl2, Gsk3b, Kif5c, Map2, Ncs1, Nsg1, Pfn2, Rab11a, Rab3a, Snap25, Snca, Sncb, Stx1a, Vamp2"
"4947","GO:0017144",6.9078817637593e-05,0.999967505817795,45,298,"drug metabolic process","BP","Aprt, Atp1a2, Atp5d, Atp5e, Atp5g1, Atp5g2, Atp5h, Atp5j2, Atp5k, Atp5o, Cox4i1, Cox5a, Cox6a1, Cox6a2, Cox7a2, Cox7a2l, Cox7c, Cycs, Ddah1, Dynll1, Gapdh, Gatm, Gpx1, Hba-a1, Hprt, Hsp90aa1, Idh1, Idh3g, Kif5c, Mdh2, Mif, Mt3, Ndufa7, Ndufb9, Oxct1, Pebp1, Prdx1, Prdx2, Rhoa, Sdhb, Snca, Sncb, Uqcrb, Uqcrh, Uqcrq"
"10525","GO:0048639",7.03561749626987e-05,0.999983403306408,14,80,"positive regulation of developmental growth","BP","Bmpr1a, Creb1, Eif4g2, Gdi1, Gsk3b, Hnrnpk, Map1b, Mapt, Mef2c, Naca, Pin1, Rab11a, Rtn4, Slc25a4"
"10795","GO:0050808",7.47734331692351e-05,0.999970907708557,28,259,"synapse organization","BP","Actb, Camkv, Cfl1, Ctnnb1, Cux2, Eif4g1, Epha5, Gap43, Gsk3b, Hnrnpk, Lrrc24, Malat1, Mapt, Mef2c, Nrxn2, Pfn1, Pfn2, Pin1, Rab3a, Rheb, Rhoa, Snca, Sncb, Sparc, Sparcl1, Tubb5, Ube2v2, Ywhaz"
"2778","GO:0007010",7.73901353877584e-05,0.999959392117322,58,616,"cytoskeleton organization","BP","Actb, Actg1, Agap2, Apc, Arpc5, Brk1, Cald1, Calm3, Calr, Capza2, Cfl1, Chd3, Crmp1, Ctnnb1, Ctsl, Dnajb6, Dpysl2, Dstn, Epha5, Fgf13, Gabarap, Gapdh, Gas7, Gsk3b, Hras, Kctd13, Map1a, Map1b, Map2, Mapt, Mef2c, Nav1, Nisch, Npm1, Pcm1, Pfn1, Pfn2, Plk2, Ppfia1, Prpf40a, Rab11a, Ranbp1, Rhoa, Snca, Son, Spry2, Stmn1, Stmn2, Stmn3, Tmsb10, Tmsb4x, Tuba1b, Tubb2a, Tubb2b, Tubb3, Tubb4a, Tubb5, Ywhah"
"15162","GO:1901863",7.97342865679756e-05,0.999990119618472,8,30,"positive regulation of muscle tissue development","BP","Bmpr1a, Creb1, Ctnnb1, Gsk3b, Mef2c, Naca, Pin1, Slc25a4"
"1963","GO:0005615",8.27764552568022e-05,0.999962724284954,39,271,"extracellular space","CC","Actg1, Calr, Cd81, Cfl1, Cpe, Cst3, Ctsl, Cxcl14, Fabp5, Fau, Hba-a1, Hba-a2, Hbb-bs, Hist1h2bc, Igfbp7, Igfbpl1, Lgals1, Lrrc24, Metrn, Mif, Mmp14, Nenf, Npy, Pcsk1n, Pdap1, Pebp1, Pfn1, Pglyrp1, Ppia, Ptgds, Ptprz1, Rab11a, Serpine2, Snca, Sparc, Sparcl1, Sst, Tmsb4x, Tpt1"
"14471","GO:0099513",9.13090499809425e-05,0.999959610416849,36,320,"polymeric cytoskeletal fiber","CC","Actg1, Apc, Bod1, Cald1, Crmp1, Dpysl2, Dynll1, Dynlt1a, Fez1, Fgf13, Gabarap, Gas7, Gsk3b, Kif1a, Kif21a, Kif5c, Kifc2, Map1a, Map1b, Map2, Mapt, Nav1, Nme2, Pcp4, Rab11a, Rab3d, Spry2, Stmn1, Tbca, Tpt1, Tuba1b, Tubb2a, Tubb2b, Tubb3, Tubb4a, Tubb5"
"1255","GO:0003746",9.20265363486272e-05,0.999993452458876,6,14,"translation elongation factor activity","MF","Eef1a1, Eef1b2, Eef1d, Eef1g, Eef2, Eif5a"
"11052","GO:0051234",9.21264267735378e-05,0.999940112264946,150,1856,"establishment of localization","BP","Actb, Actg1, Agap2, Alkbh5, Alyref, Anp32a, Ap2m1, Ap2s1, Ap3s1, Aprt, Arf5, Atp1a2, Atp5d, Atp5e, Atp5g1, Atp5g2, Atp5h, Atp5j2, Atp5k, Atp5o, Atp6v0b, Atp6v1g1, Atxn1, Bod1, Btf3, Calr, Cav2, Cd200, Cd24a, Cd81, Cfl1, Clta, Cnih2, Cplx2, Creb1, Crym, Ctnnb1, Cux2, Dnaja1, Dpysl2, Dynll1, Eif5a, Epha5, Fabp5, Fez1, Fgf13, Fis1, Fkbp1a, Fkbp1b, Fth1, Fxyd6, Gabarap, Gapdh, Gdi1, Glud1, Gnai2, Gnas, Gsk3b, H2afy, Hmgn3, Hnrnpk, Hras, Hsp90aa1, Hsp90ab1, Ift20, Ift74, Kdm5b, Kif1a, Kif5c, Lamtor1, Lars, Lin7b, Ly6e, Mal2, Map1a, Map1b, Map2, Mapt, Mef2c, Mif, Mlc1, Mpc1, Mt3, Naca, Ncl, Ncs1, Ndufaf2, Nnat, Npm1, Nrxn2, Nsg1, Oxct1, Pcm1, Pcp4, Pfn2, Ppia, Prkaca, Rab11a, Rab11b, Rab18, Rab1a, Rab28, Rab3a, Rab3d, Ranbp1, Rbmx2, Rhoa, Rph3a, Rrbp1, Rtn4, Sec62, Serpine2, Slc14a2, Slc1a3, Slc25a4, Slc35a5, Slc6a11, Slc6a15, Slc9a3r2, Smap1, Smdt1, Snap25, Snca, Sncb, Sox4, Spry2, Srp14, Srsf3, Ssb, Stard3nl, Stk25, Stx1a, Stx7, Sumo1, Thoc7, Tmbim6, Tomm7, Ubb, Uchl1, Use1, Vamp2, Vapa, Vps29, Vps8, Vsnl1, Ywhae, Ywhah, Ywhaq, Ywhaz, Zwint"
"12823","GO:0071107",9.30106638821874e-05,1,3,3,"response to parathyroid hormone","BP","Gnas, Mef2c, Prkaca"
"2951","GO:0007417",9.52075900871566e-05,0.999956672788229,38,375,"central nervous system development","BP","Anp32b, Atxn1, Bhlhe22, Bmpr1a, Chd5, Cox7b, Creb1, Ctnnb1, Dpysl2, Epha5, Fabp7, Fgf13, Gsk3b, Hnrnpk, Hprt, Hsp90aa1, Hsp90ab1, Kif1a, Lmo4, Map2, Mt3, Ndufs4, Nnat, Numbl, Olig1, Pcm1, Pebp1, Pou3f1, Ptprz1, Rheb, Rhoa, Rtn4, Serpine2, Smarcc2, Sox4, Ubb, Uqcrq, Ywhae"
"7047","GO:0032940",9.64811719983764e-05,0.999954398950852,42,392,"secretion by cell","BP","Cd200, Cplx2, Creb1, Dpysl2, Dynll1, Epha5, Fkbp1b, Gapdh, Glud1, Gnai2, Gnas, Gsk3b, Hmgn3, Kdm5b, Lin7b, Ly6e, Mef2c, Mif, Ncl, Ncs1, Ndufaf2, Nnat, Nrxn2, Oxct1, Pcp4, Pfn2, Ppia, Rab11a, Rab11b, Rab1a, Rab3a, Rab3d, Rtn4, Serpine2, Snap25, Snca, Sox4, Stx1a, Tmbim6, Vamp2, Vsnl1, Ywhaz"
"6387","GO:0031625",9.83292826831887e-05,0.999965342415426,23,176,"ubiquitin protein ligase binding","MF","Actg1, Apc, Calr, Dnaja1, Gabarap, Gsk3b, Hsp90aa1, Hsp90ab1, Nedd8, Prkaca, Rtn4, Sumo1, Tmbim6, Tuba1b, Tubb5, Uba52, Ubb, Ubc, Ube2d2a, Ube2d3, Uchl1, Ywhae, Ywhaz"
"11246","GO:0051641",0.000100136034258651,0.999937410701842,114,1370,"cellular localization","BP","Actb, Actg1, Agap2, Alkbh5, Anp32a, Ap2m1, Ap2s1, Ap3s1, Apc, Arf5, Atp5o, Atxn1, Bod1, Bsg, Calr, Cav2, Cd24a, Cd81, Cfl1, Clta, Cnih2, Cpe, Cplx2, Ctnnb1, Dnaja1, Dnajb6, Dpysl2, Dynll1, Eif5a, Epha5, Fez1, Fgf13, Fis1, Fkbp1a, Fkbp1b, Fth1, Gdi1, Gsk3b, H2afy, Hmgn3, Hnrnpk, Hras, Hsp90aa1, Hsp90ab1, Ift20, Ift74, Kif1a, Kif5c, Lamtor1, Lamtor5, Lars, Lin7b, Map1a, Map1b, Map2, Mapt, Mef2c, Mlc1, Mmp14, Ncs1, Ndufaf2, Npm1, Nrxn2, Nsg1, Oxct1, Pcm1, Pfn1, Pfn2, Pin1, Ppfia1, Prkaca, Rab11a, Rab11b, Rab18, Rab1a, Rab28, Rab3a, Rab3d, Ranbp1, Rbmx2, Rph3a, Rtn4, Sec62, Slc6a11, Snap25, Snca, Sncb, Spry2, Srp14, Srsf3, Ssb, Stard3nl, Stk25, Stx1a, Stx7, Sumo1, Thoc7, Tmbim6, Tmsb10, Tmsb4x, Tomm7, Ubb, Uchl1, Use1, Vamp2, Vapa, Vps29, Vsnl1, Ybx1, Ywhae, Ywhah, Ywhaq, Ywhaz, Zwint"
"11253","GO:0051649",0.000100264812849962,0.999939899310743,93,1054,"establishment of localization in cell","BP","Actb, Actg1, Agap2, Alkbh5, Anp32a, Ap2m1, Ap2s1, Ap3s1, Arf5, Atp5o, Atxn1, Bod1, Calr, Cd24a, Cfl1, Clta, Cnih2, Cplx2, Ctnnb1, Dpysl2, Dynll1, Eif5a, Epha5, Fez1, Fis1, Fkbp1a, Fkbp1b, Gdi1, Gsk3b, Hmgn3, Hras, Hsp90aa1, Hsp90ab1, Ift20, Ift74, Kif1a, Kif5c, Lamtor1, Lars, Lin7b, Map1a, Map1b, Map2, Mapt, Mef2c, Mlc1, Ncs1, Ndufaf2, Npm1, Nrxn2, Nsg1, Oxct1, Pcm1, Pfn2, Prkaca, Rab11a, Rab11b, Rab18, Rab1a, Rab28, Rab3a, Rab3d, Ranbp1, Rbmx2, Rph3a, Sec62, Slc6a11, Snap25, Snca, Sncb, Spry2, Srp14, Srsf3, Ssb, Stard3nl, Stk25, Stx1a, Stx7, Thoc7, Tmbim6, Tomm7, Ubb, Uchl1, Use1, Vamp2, Vapa, Vps29, Vsnl1, Ywhae, Ywhah, Ywhaq, Ywhaz, Zwint"
"4933","GO:0017111",0.000100415105555865,0.999951615216057,44,410,"nucleoside-triphosphatase activity","MF","Abcf1, Agap2, Atp1a2, Atp5d, Atp5e, Atp5g1, Atp5g2, Atp5h, Atp5j2, Atp5o, Atp6v0b, Atp6v1g1, Chd5, Dynll1, Eef1a1, Eef2, Eif4a2, Gnai2, Gnas, Gnb1, Hras, Hsp90aa1, Kif1a, Kif21a, Kif5c, Kifc2, Pfn2, Pin1, Rab11a, Rab11b, Rab18, Rab1a, Rab28, Rab3a, Rab3d, Rheb, Rhoa, Tbcc, Tuba1b, Tubb2a, Tubb2b, Tubb3, Tubb4a, Tubb5"
"5658","GO:0023052",0.000100447305613513,0.999934579870905,149,1954,"signaling","BP","Adgra1, Agap2, Apc, Arhgdig, Atxn1, Bend6, Bmpr1a, Brk1, Calm3, Calr, Camk2n1, Camta1, Cav2, Cd24a, Cd81, Cdk4, Cfl1, Chd5, Cldn5, Cnih2, Cpe, Cplx2, Creb1, Crmp1, Ctnnb1, Cux2, Dlgap4, Dnaja1, Dok5, Dusp3, Dynll1, Eef1e1, Epha5, Fabp5, Fgf13, Fis1, Fkbp1a, Fkbp1b, Gabarap, Gdi1, Glud1, Gnai2, Gnas, Gnb1, Gpx1, Gsk3b, Gstp1, Hmgn3, Hnrnpk, Hras, Hsp90aa1, Hsp90ab1, Ifngr2, Ift20, Ift74, Kctd13, Kdm5b, Lamtor1, Lamtor5, Lars, Lin7b, Ly6e, Map1a, Mapt, Mef2c, Meg3, Mif, Mllt11, Mmp14, Mt2, Mt3, Ncs1, Ndufaf2, Ndufs4, Nenf, Nisch, Nme2, Nnat, Npm1, Npy, Nrgn, Nrxn2, Nsg1, Nsmf, Numbl, Oxct1, Pcp4, Pcsk1n, Pdap1, Pebp1, Pfdn5, Pfn2, Pin1, Plk2, Plpp1, Ppp1r13b, Ppp1r14c, Ppp1r16b, Prdx1, Prdx2, Prkaca, Rab11a, Rab11b, Rab18, Rab1a, Rab28, Rab3a, Rab3d, Rgs17, Rgs5, Rheb, Rhoa, Rnf152, Rtf1, Rtn4, Serpine2, Slc1a3, Slc9a3r2, Snap25, Snca, Sncb, Sox4, Sparcl1, Spry2, Srpk2, Srsf3, Stk25, Stmn1, Stmn3, Stx1a, Sub1, Tiam2, Tmbim6, Tpt1, Trim24, Tubb2b, Ubb, Uchl1, Vamp2, Vsnl1, Wdfy1, Wsb2, Ybx1, Ywhae, Ywhah, Ywhaq, Ywhaz, Zcchc18, Zfp106"
"3619","GO:0009653",0.000102212839164681,0.999940446789246,81,1002,"anatomical structure morphogenesis","BP","Actb, Actg1, Apc, Bhlhe22, Bmpr1a, Bsg, Calr, Cfl1, Chl1, Cpe, Creb1, Crmp1, Ctnnb1, Ctsl, Cux2, Ddah1, Dnajb6, Dpysl2, Eif4g2, Epha5, Fez1, Fgf13, Fis1, Fkbp1a, Gap43, Gas7, Gdi1, Gnas, Gng5, Gpx1, Gsk3b, Hmgn1, Hnrnpk, Hprt, Hsp90aa1, Hsp90ab1, Ift20, Kdm5b, Kif5c, Lmo4, Ly6e, Map1a, Map1b, Map2, Mapt, Mef2c, Metrn, Mmp14, Naca, Ncl, Nsmf, Numbl, Pfn1, Plk2, Ppp1r16b, Prkaca, Prpf40a, Ptprz1, Rab11a, Rab1a, Rab3a, Rhoa, Rorb, Rtf1, Rtn4, Serpine2, Slc1a3, Sox4, Sparc, Spry2, Srpk2, Stk25, Stmn1, Tbcc, Ttc3, Tubb2b, Tubb3, Ubb, Uchl1, Ugdh, Ywhah"
"4335","GO:0015631",0.000105641543498504,0.999960842200376,25,185,"tubulin binding","MF","Apc, Dpysl2, Fez1, Fgf13, Gabarap, Gapdh, Gnas, Ift74, Kif1a, Kif21a, Kif5c, Kifc2, Map1a, Map1b, Map2, Mapt, Rab11a, Snca, Sncb, Stmn1, Stmn2, Stmn3, Tbca, Tbcc, Vapa"
"14977","GO:1901214",0.000110472676771772,0.999958940784217,25,184,"regulation of neuron death","BP","Agap2, Chl1, Creb1, Ctnnb1, Fis1, Gpx1, Gsk3b, Hras, Hsp90ab1, Mapt, Mef2c, Mt3, Npm1, Nsmf, Pcp4, Pin1, Ppp1r13b, Prdx2, Ptprz1, Rhoa, Snca, Sncb, Srpk2, Ubb, Ube2v2"
"3623","GO:0009725",0.000110914591773124,0.999953610602509,31,277,"response to hormone","BP","Agl, Apc, Atp1a2, Calr, Cav2, Cdk4, Cfl1, Creb1, Ctnnb1, Dnaja1, Epha5, Gatm, Gnai2, Gnas, Gsk3b, Hnrnpk, Idh1, Jund, Ly6e, Mef2c, Mmp14, Mt3, Nsmf, Pebp1, Prkaca, Rhoa, Srsf3, Vamp2, Ybx1, Ywhah, Zfp106"
"5642","GO:0022890",0.000112595964024791,0.99995769827391,26,157,"inorganic cation transmembrane transporter activity","MF","Atp1a2, Atp5d, Atp5e, Atp5g1, Atp5g2, Atp5h, Atp5k, Atp5o, Atp6v0b, Atp6v1g1, Cox4i1, Cox5a, Cox6a1, Cox6a2, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Ncs1, Ndufa4, Slc1a3, Slc6a11, Slc6a15, Snap25"
